 #      ef (Ry)                N(ef)-N0  
  0.405000828735340       2.021621578332544E-005
  0.404267660314399       1.652131480190796E-005
  0.404359426826606       1.643589269333947E-005
  0.404360912184602       1.643587121401751E-005
  0.404360912513330       1.643587121401751E-005
  0.404360912513330       1.643587121401751E-005
